level,string,length,n_leave_node,n_ending,n
2,"又恐怕",3,6,7,8
3,"又恐怕得罪了",6,2,2,2
2,"又恐他",3,4,5,6
3,"又恐他们",4,2,2,2
2,"又恐老太太",5,2,2,2
2,"又恐人",3,3,3,3
1,"又看",2,14,23,44
2,"又看那",3,4,4,4
2,"又看见",3,4,4,4
2,"又看宝琴",4,2,2,2
2,"又看宝玉",4,2,2,2
2,"又看底下道",5,2,2,2
2,"又看看",3,3,3,3
1,"又添了",3,13,16,22
2,"又添了一",4,4,4,4
2,"又添了许多",5,3,3,3
1,"又添一个",4,2,2,2
1,"又打",2,10,15,37
2,"又打发",3,5,8,18
3,"又打发人来",5,4,5,6
4,"又打发人来催",6,2,2,2
3,"又打发了人来",6,2,2,2
1,"又回",2,9,15,36
2,"又回头看",4,3,3,3
2,"又回头向",4,3,3,3
2,"又回道",3,7,7,7
1,"又哭",2,11,14,35
2,"又哭起来",4,11,11,11
2,"又哭了",3,4,5,8
3,"又哭了一",4,0,2,4
4,"又哭了一场",5,2,2,2
4,"又哭了一回",5,2,2,2
1,"又一",2,13,19,34
2,"又一个",3,4,6,8
3,"又一个小",4,2,2,2
3,"又一个丫",4,2,2,2
2,"又一面",3,4,4,4
2,"又一席",3,3,3,3
1,"又把",2,25,27,30
2,"又把那",3,3,3,3
1,"又忙",2,17,21,30
2,"又忙道",3,6,6,6
2,"又忙着",3,3,3,3
1,"又好",2,13,17,30
2,"又好笑",3,9,10,11
1,"又和",2,14,20,30
2,"又和宝",3,3,3,3
2,"又和他",3,3,3,3
1,"又气",2,10,12,29
2,"又气又愧",4,4,4,4
2,"又气又急",4,4,4,4
1,"又往",2,18,21,28
2,"又往贾母处来",6,3,3,3
2,"又往前凑了一凑",7,2,2,2
2,"又往下看",4,2,2,2
1,"又在",2,17,21,28
2,"又在外头",4,3,3,3
1,"又嘱咐",3,11,14,23
2,"又嘱咐了",4,4,5,6
3,"又嘱咐了晴雯",6,2,2,2
2,"又嘱咐他",4,4,4,4
1,"又何必",3,9,10,11
1,"又何妨",3,5,5,5
1,"又都",2,17,19,25
1,"又生气",3,4,5,6
2,"又生气又好笑",6,2,2,2
1,"又生事",3,4,4,4
1,"又生了一",4,3,3,3
1,"又拿了",3,5,6,7
2,"又拿了三百",5,2,2,2
1,"又拿我",3,4,4,4
1,"又拿出两",4,2,2,2
1,"又大",2,11,15,25
2,"又大家",3,5,5,5
2,"又大哭起来",5,3,3,3
1,"又去",2,16,19,25
2,"又去找",3,3,3,3
1,"又吩咐",3,15,18,23
2,"又吩咐了",4,4,4,4
2,"又吩咐周瑞家的",7,2,2,2
1,"又无",2,16,19,22
1,"又吃",2,8,10,22
2,"又吃了",3,5,7,10
3,"又吃了两",4,3,3,3
3,"又吃了一",4,2,2,2
1,"又作",2,10,14,22
2,"又作什么",4,4,4,4
2,"又作了",3,4,4,4
1,"又骂",2,11,15,21
1,"又伤心",3,5,7,11
2,"又伤心起来",5,4,4,4
1,"又伤起心来",5,5,5,5
1,"又伤着一个好人的体面",10,2,2,2
1,"又与",2,14,17,21
2,"又与贾珍",4,2,2,2
1,"又闹",2,9,13,20
2,"又闹出",3,3,4,5
3,"又闹出事来了",6,2,2,2
1,"又可以",3,6,6,6
1,"又到",2,13,15,20
2,"又到了",3,4,4,4
2,"又到贾",3,3,3,3
1,"又跑了",3,3,5,8
2,"又跑了来",4,1,2,3
3,"又跑了来作什么",7,2,2,2
2,"又跑了这里来",6,2,2,2
1,"又拉了",3,4,4,4
1,"又拉上",3,4,4,4
1,"又兼",2,17,18,19
1,"又自",2,10,13,18
2,"又自己",3,4,4,4
1,"又这样",3,11,11,11
1,"又怎么了",4,6,6,6
1,"又怎么样呢",5,3,3,3
1,"又劝道",3,5,5,5
1,"又劝了一",4,1,2,3
2,"又劝了一回",5,2,2,2
1,"又给了",3,3,4,5
2,"又给了一",4,2,2,2
1,"又给他",3,3,3,3
1,"又悄悄的",4,9,11,13
2,"又悄悄的告诉",6,2,2,2
1,"又得了",3,4,5,7
2,"又得了好",4,3,3,3
1,"又出来",3,6,7,8
2,"又出来了",4,2,2,2
1,"又转念一想道",6,2,2,2
1,"又被",2,13,14,15
1,"又病了",3,6,6,6
1,"又病着",3,5,5,5
1,"又念了一",4,1,2,3
2,"又念了一遍",5,2,2,2
1,"又该",2,12,13,14
1,"又让了一回",5,3,3,3
1,"又让坐",3,3,3,3
1,"又比不得",4,3,3,3
1,"又比他",3,3,3,3
1,"又指着",3,4,5,8
2,"又指着宝玉",5,0,2,4
3,"又指着宝玉笑道",7,2,2,2
3,"又指着宝玉道",6,2,2,2
1,"又急",2,9,10,14
2,"又急又气",4,2,2,2
1,"又如何",3,5,6,7
2,"又如何说",4,2,2,2
1,"又如此",3,5,5,5
1,"又喜欢",3,4,5,7
2,"又喜欢起来",5,3,3,3
1,"又叹",2,6,8,14
2,"又叹道",3,4,4,4
2,"又叹了一口气",6,2,2,2
2,"又叹了几",4,2,2,2
1,"又发了",3,3,4,5
2,"又发了呆",4,2,2,2
1,"又遇见薛蝌",5,2,2,2
1,"又像",2,10,11,12
1,"又进来",3,6,6,6
1,"又过了",3,3,3,3
1,"又请了",3,3,3,3
1,"又用",2,9,10,11
1,"又极",2,11,11,11
1,"又带了",3,5,5,5
1,"又坐了一",4,1,3,6
2,"又坐了一会",5,1,2,3
3,"又坐了一会子",6,2,2,2
2,"又坐了一坐",5,2,2,2
1,"又陪笑",3,2,4,7
2,"又陪笑道",4,3,3,3
2,"又陪笑问",4,2,2,2
1,"又送了",3,4,4,4
1,"又送灵去",4,2,2,2
1,"又赶出",3,3,3,3
1,"又赶着",3,2,2,2
1,"又赶来",3,2,2,2
1,"又赶了",3,2,2,2
1,"又提起",3,6,7,8
2,"又提起宝钗",5,2,2,2
1,"又接着",3,2,2,2
1,"又接了",3,2,2,2
1,"又愧",2,6,7,10
2,"又愧又",3,2,3,4
3,"又愧又急",4,2,2,2
1,"又弄个",3,4,4,4
1,"又小",2,10,10,10
1,"又为什么",4,3,3,3
1,"又为宝玉",4,2,2,2
1,"又知道",3,3,3,3
1,"又知他",3,2,2,2
1,"又派人",3,3,3,3
1,"又派了",3,2,2,2
1,"又招我",3,1,2,3
2,"又招我来",4,2,2,2
1,"又招起",3,2,2,2
1,"又找不",3,2,2,2
1,"又恨又",3,3,3,3
1,"又恨不得",4,2,2,2
1,"又奇怪",3,2,2,2
1,"又加连",3,2,2,2
1,"又值人来回",5,2,2,2
1,"又犯了旧",4,2,2,2
1,"又长出",3,2,2,2
1,"又跟了",3,1,2,3
2,"又跟了他",4,2,2,2
1,"又走了",3,4,4,4
1,"又走出",3,2,2,2
1,"又谢了",3,3,4,5
2,"又谢了恩",4,2,2,2
1,"又记挂",3,1,2,6
2,"又记挂着",4,5,5,5
1,"又瞧了一",4,2,2,2
1,"又瞧他",3,2,2,2
1,"又捧过",3,3,3,3
1,"又捧与",3,2,2,2
1,"又勾起",3,2,4,6
2,"又勾起来",4,2,2,2
2,"又勾起伤",4,2,2,2
1,"又似应",3,2,2,2
1,"又下雪",3,2,2,2
1,"又细细",3,3,3,3
1,"又细问",3,2,2,2
1,"又惊又",3,1,2,4
2,"又惊又喜",4,3,3,3
1,"又因近日",4,2,2,2
1,"又咳嗽",3,1,3,6
2,"又咳嗽起来",5,3,3,3
2,"又咳嗽了",4,2,2,2
1,"又另有",3,2,2,2
1,"又受了",3,5,5,5
1,"又冷笑",3,1,2,3
2,"又冷笑道",4,2,2,2
1,"又冷了",3,2,2,2
1,"又催了",3,2,2,2
1,"又偏生",3,2,2,2
1,"又使眼色与",5,2,2,2
1,"又使人",3,2,2,2
1,"又闻得",3,5,5,5
1,"又连连",3,2,2,2
1,"又磕头",3,4,4,4
1,"又流下",3,1,2,5
1,"又放了一",4,2,2,2
1,"又摇摇",3,1,2,3
2,"又摇摇头儿",5,2,2,2
1,"又摇头",3,2,2,2
1,"又掷了",3,3,3,3
1,"又掷下",3,2,2,2
1,"又换了",3,1,2,3
2,"又换了一",4,2,2,2
1,"又忘了",3,5,5,5
1,"又心疼了",4,2,2,2
1,"又劳动",3,1,2,3
2,"又劳动你",4,2,2,2
1,"又亲自",3,2,2,2
1,"又丢了",3,3,3,3
1,"又丢开",3,2,2,2
1,"又重新",3,2,2,2
1,"又还了",3,2,2,2
1,"又起身",3,3,3,3
1,"又许他",3,2,3,4
2,"又许他们",4,2,2,2
1,"又站了一回",5,2,2,2
1,"又着急",3,2,2,2
1,"又悲又",3,3,3,3
1,"又嗽了一声",5,2,2,2
1,"又令我可",4,4,4,4
1,"又歇了一歇",5,3,3,3
1,"又遣人",3,1,2,3
2,"又遣人去",4,2,2,2
1,"又胡说",3,2,2,2
1,"又素日",3,1,2,3
2,"又素日不",4,2,2,2
1,"又等了",3,1,2,3
2,"又等了好",4,2,2,2
1,"又瞅着",3,3,3,3
1,"又省了",3,2,2,2
1,"又求贾",3,2,2,2
1,"又查出许多",5,2,2,2
1,"又最厌",3,2,2,2
1,"又新鲜",3,3,3,3
1,"又斟了一",4,2,2,2
1,"又斟上",3,2,2,2
1,"又摸了一摸",5,2,2,2
1,"又惦记",3,1,2,3
2,"又惦记着",4,2,2,2
1,"又怪不得",4,2,2,2
1,"又当着许多人",6,2,2,2
1,"又引着",3,2,2,2
1,"又开了",3,2,2,2
1,"又干这",3,1,2,3
2,"又干这些事",5,2,2,2
1,"又少了",3,2,2,2
1,"又嚷道",3,2,2,2
1,"又喘成一处",5,2,2,2
1,"又吐了",3,2,2,2
1,"又入席",3,3,3,3
1,"又教了板儿几句话",8,2,2,2
1,"又伏侍了",4,2,2,2
1,"又饮了",3,2,2,2
1,"又闭了眼",4,2,2,2
1,"又调唆",3,2,2,2
1,"又掌不住",4,2,2,2
1,"又拍着",3,2,2,2
1,"又成了",3,2,2,2
1,"又思及",3,2,2,2
1,"又忍住了",4,2,2,2
1,"又叮咛了",4,2,2,2
1,"又关系",3,2,2,2
1,"又便宜",3,2,2,2
0,"里",1,954,1348,5168
1,"里的",2,136,169,329
2,"里的人",3,28,33,42
2,"里的事",3,20,23,27
3,"里的事情",4,3,3,3
2,"里的话",3,22,22,22
2,"里的丫头",4,10,10,10
2,"里的老",3,4,4,4
2,"里的银子",4,2,2,2
1,"里头",2,115,143,241
2,"里头的",3,18,21,27
3,"里头的人",4,4,4,4
3,"里头的事",4,3,3,3
2,"里头有",3,10,10,10
2,"里头也",3,5,6,8
3,"里头也有",4,1,2,3
4,"里头也有些",5,2,2,2
2,"里头还有",4,4,4,4
2,"里头又",3,5,5,5
2,"里头去",3,5,5,5
2,"里头都是",4,3,3,3
2,"里头只有",4,3,3,3
2,"里头却也",4,2,2,2
2,"里头传出",4,2,2,2
2,"里头一个",4,2,2,2
2,"里头呢",3,3,3,3
1,"里去",2,116,131,241
1,"里来",2,103,107,154
2,"里来了",3,16,16,16
1,"里有",2,50,68,142
2,"里有什么",4,7,7,7
2,"里有人",3,7,7,7
2,"里有我",3,4,5,6
3,"里有我们",4,2,2,2
2,"里有一个",4,2,2,2
2,"里有老虎",4,2,2,2
2,"里有些不",4,2,2,2
1,"里面",2,57,78,113
2,"里面有",3,4,5,6
3,"里面有一",4,2,2,2
2,"里面的",3,5,5,5
2,"里面盛着一",5,2,2,2
2,"里面装着",4,2,2,2
2,"里面却又寂",5,2,2,2
2,"里面不过",4,2,2,2
1,"里还",2,28,44,90
1,"里也",2,33,42,75
2,"里也不",3,9,10,11
2,"里也是",3,7,8,9
3,"里也是住着",5,2,2,2
2,"里也有",3,3,4,5
3,"里也有个",4,2,2,2
1,"里间",2,28,38,71
1,"里说",2,18,27,71
1,"里呢",2,61,62,68
1,"里一",2,35,45,66
2,"里一瞧",3,3,3,3
1,"里不",2,27,39,61
2,"里不好",3,4,5,6
3,"里不好意思",5,2,2,2
2,"里不干净",4,3,3,3
2,"里不是",3,3,3,3
1,"里就",2,26,38,58
1,"里没",2,14,21,50
2,"里没有",3,13,14,16
3,"里没有人",4,3,3,3
2,"里没人",3,9,9,9
1,"里又",2,34,38,45
2,"里又有",3,3,3,3
1,"里是",2,28,34,43
2,"里是你",3,3,3,3
1,"里人",2,24,29,42
2,"里人多",3,8,8,8
1,"里坐着",3,16,17,18
1,"里坐了",3,4,5,6
2,"里坐了一回",5,2,2,2
1,"里都",2,14,20,34
2,"里都找到",4,1,2,3
3,"里都找到了",5,2,2,2
2,"里都知道",4,3,3,3
1,"里吃",2,15,19,31
2,"里吃饭",3,6,6,6
2,"里吃了",3,4,5,6
3,"里吃了晚饭",5,2,2,2
1,"里打",2,15,18,30
1,"里找",2,13,17,26
2,"里找去",3,6,6,6
2,"里找他",3,3,3,3
1,"里走",2,19,21,25
1,"里那里",3,5,7,10
2,"里那里还",4,3,3,3
2,"里那里知道",5,2,2,2
1,"里那一个",4,2,2,2
1,"里要",2,20,22,24
1,"里看",2,11,16,24
2,"里看着",3,4,4,4
2,"里看时",3,3,3,3
1,"里只",2,9,14,24
2,"里只管",3,3,3,3
1,"里住",2,10,13,24
1,"里这些",3,4,5,6
2,"里这些人",4,2,2,2
1,"里这样",3,5,5,5
1,"里这么",3,4,4,4
1,"里听见",3,4,5,6
2,"里听见的",4,2,2,2
1,"里好",2,13,16,19
1,"里倒",2,10,14,19
1,"里已经",3,6,6,6
1,"里大",2,10,13,17
2,"里大家",3,3,3,3
1,"里外",2,13,15,17
1,"里闹",2,7,10,14
1,"里边",2,10,12,14
1,"里正",2,12,13,14
1,"里便",2,12,13,14
1,"里才",2,11,12,13
1,"里请安",3,3,3,3
1,"里你",2,12,12,12
1,"里念书",3,5,5,5
1,"里发",2,9,10,11
1,"里照应",3,4,4,4
1,"里照看",3,2,2,2
1,"里顽耍",3,2,2,2
1,"里顽去",3,2,2,2
1,"里逛逛",3,6,6,6
1,"里收拾",3,3,4,5
2,"里收拾收拾",5,2,2,2
1,"里回来",3,8,8,8
1,"里告诉",3,5,5,5
1,"里所有",3,2,2,2
1,"里谁是",3,2,2,2
1,"里细细的",4,2,2,2
1,"里生气",3,2,2,2
1,"里歇着",3,2,2,2
1,"里歇中觉",4,2,2,2
1,"里动了",3,3,3,3
1,"里之外",3,2,2,2
1,"里之事",3,2,2,2
1,"里躺着",3,2,2,2
1,"里躺下",3,2,2,2
1,"里路程",3,2,2,2
1,"里抱怨",3,3,3,3
1,"里必是",3,3,3,3
1,"里天天",3,3,3,3
1,"里可有",3,2,2,2
1,"里静坐",3,2,2,2
1,"里皆有",3,2,2,2
1,"里爬出来的",5,2,2,2
1,"里清楚",3,2,2,2
1,"里果然",3,2,2,2
1,"里望望",3,2,2,2
1,"里挂着",3,2,2,2
1,"里如今",3,2,2,2
1,"里今儿",3,2,2,2
1,"里交给",3,2,2,2
1,"里买了",3,2,2,2
1,"里书办",3,2,2,2
0,"贾",1,23,75,5158
1,"贾母",2,245,374,1675
2,"贾母道",3,188,189,190
2,"贾母笑道",4,112,112,112
2,"贾母笑了一",5,2,2,2
2,"贾母笑向薛姨妈",7,2,2,2
2,"贾母听了",4,44,45,47
3,"贾母听了这话",6,3,3,3
2,"贾母听说",4,20,20,20
2,"贾母听到这里",6,3,3,3
2,"贾母听如此说",6,2,2,2
2,"贾母王夫人",5,32,40,70
3,"贾母王夫人等",6,13,14,15
4,"贾母王夫人等进去",8,2,2,2
3,"贾母王夫人都",6,4,4,4
3,"贾母王夫人的",6,4,4,4
3,"贾母王夫人听",6,2,3,4
4,"贾母王夫人听了",7,2,2,2
3,"贾母王夫人道",6,2,2,2
3,"贾母王夫人愁",6,2,2,2
3,"贾母王夫人及",6,2,2,2
2,"贾母等",3,36,47,69
3,"贾母等都",4,5,6,7
4,"贾母等都说",5,2,2,2
3,"贾母等听了",5,3,3,3
3,"贾母等进",4,3,3,3
3,"贾母等在",4,3,3,3
3,"贾母等回来",5,2,2,2
2,"贾母便",3,24,29,68
3,"贾母便问",4,11,12,14
3,"贾母便说",4,13,13,13
3,"贾母便命",4,6,8,10
4,"贾母便命将",5,2,2,2
4,"贾母便命人",5,2,2,2
3,"贾母便向",4,5,5,5
2,"贾母因",3,12,19,54
3,"贾母因问",4,15,16,17
3,"贾母因说",4,10,11,12
2,"贾母又",3,11,21,50
3,"贾母又道",4,9,9,9
3,"贾母又命",4,4,6,8
4,"贾母又命将",5,2,2,2
4,"贾母又命宝",5,2,2,2
3,"贾母又说",4,4,4,4
3,"贾母又叫",4,4,4,4
2,"贾母的",3,16,20,31
3,"贾母的话",4,3,3,3
2,"贾母那边",4,15,17,21
2,"贾母房中",4,17,18,19
2,"贾母说",3,13,16,22
3,"贾母说道",4,5,5,5
2,"贾母见",3,9,12,22
3,"贾母见他",4,8,8,8
3,"贾母见贾政",5,2,2,2
2,"贾母一",3,15,18,21
2,"贾母忙命",4,4,5,6
3,"贾母忙命拿",5,2,2,2
2,"贾母忙道",4,3,3,3
2,"贾母命",3,11,12,16
3,"贾母命人",4,5,5,5
2,"贾母问",3,8,10,15
3,"贾母问道",4,5,5,5
2,"贾母也",3,12,13,14
2,"贾母与众人都",6,2,3,4
3,"贾母与众人都笑",7,2,2,2
2,"贾母与王夫人等",7,2,2,2
2,"贾母不",3,11,12,13
2,"贾母跟前",4,12,12,12
2,"贾母喜的忙",5,2,2,2
2,"贾母喜悦",4,3,3,3
2,"贾母看",3,8,9,11
3,"贾母看了",4,3,3,3
2,"贾母薛姨妈",5,7,8,10
3,"贾母薛姨妈都",6,3,3,3
2,"贾母已经",4,3,3,3
2,"贾母和王夫人",6,3,3,3
2,"贾母和薛姨妈",6,2,2,2
2,"贾母带着",4,5,5,5
2,"贾母叫他",4,1,2,3
3,"贾母叫他坐下",6,2,2,2
2,"贾母叫平儿",5,2,2,2
2,"贾母起身",4,4,4,4
2,"贾母点头",4,3,4,6
3,"贾母点头叹道",6,3,3,3
2,"贾母坐下",4,2,2,2
2,"贾母想了一想",6,4,4,4
2,"贾母想了想",5,2,2,2
2,"贾母上房",4,3,3,3
2,"贾母众人都",5,2,2,2
2,"贾母身边",4,2,2,2
2,"贾母身后",4,2,2,2
2,"贾母吃毕",4,1,2,3
2,"贾母十分喜",5,2,2,2
2,"贾母犹未",4,2,2,2
2,"贾母灵柩",4,2,2,2
2,"贾母歪在榻上",6,3,3,3
2,"贾母打发",4,1,2,3
3,"贾母打发人",5,2,2,2
2,"贾母回来",4,2,2,2
2,"贾母回头",4,2,2,2
2,"贾母着急",4,2,2,2
2,"贾母歇晌",4,2,2,2
2,"贾母手中",4,2,2,2
2,"贾母忽然想起",6,2,2,2
2,"贾母心里",4,2,2,2
2,"贾母并不",4,2,2,2
2,"贾母尚未",4,2,2,2
2,"贾母告诉",4,2,2,2
1,"贾政",2,163,255,927
2,"贾政道",3,170,170,170
2,"贾政听了",4,38,39,43
3,"贾政听了这话",6,5,5,5
2,"贾政听说",4,7,7,7
2,"贾政笑道",4,25,25,25
2,"贾政又",3,11,18,27
3,"贾政又道",4,3,3,3
3,"贾政又命",4,3,3,3
2,"贾政等",3,17,19,23
3,"贾政等在",4,4,4,4
2,"贾政便",3,14,16,22
3,"贾政便问",4,2,3,6
4,"贾政便问道",5,4,4,4
2,"贾政不",3,10,13,18
3,"贾政不知",4,4,4,4
2,"贾政看了",4,9,9,9
2,"贾政见贾母",5,3,3,3
2,"贾政见他",4,4,4,4
2,"贾政回",3,7,8,14
3,"贾政回家",4,7,7,7
2,"贾政的",3,11,12,13
2,"贾政忙",3,8,10,12
3,"贾政忙陪笑道",6,2,2,2
2,"贾政在外",4,4,4,4
2,"贾政因",3,10,11,12
2,"贾政也",3,9,10,12
3,"贾政也不",4,3,3,3
2,"贾政一",3,9,10,12
3,"贾政一一",4,3,3,3
2,"贾政进内",4,3,4,5
3,"贾政进内谢",5,2,2,2
2,"贾政进去",4,2,2,2
2,"贾政正在",4,3,3,3
2,"贾政正要",4,2,2,2
2,"贾政出来",4,4,4,4
2,"贾政出去",4,2,2,2
2,"贾政出门",4,2,2,2
2,"贾政知是",4,5,5,5
2,"贾政知道",4,3,3,3
2,"贾政叫人",4,4,4,4
2,"贾政叫了",4,2,2,2
2,"贾政问道",4,5,5,5
2,"贾政说",3,6,7,8
3,"贾政说着",4,2,2,2
2,"贾政点头",4,2,3,6
3,"贾政点头道",5,4,4,4
2,"贾政带了",4,1,2,3
3,"贾政带了几个",6,2,2,2
2,"贾政带来",4,2,2,2
2,"贾政叹道",4,4,4,4
2,"贾政叹气",4,1,2,3
3,"贾政叹气连连",6,2,2,2
2,"贾政即忙进去",6,3,3,3
2,"贾政命他",4,4,4,4
2,"贾政与众人",5,2,3,4
3,"贾政与众人都道",7,2,2,2
2,"贾政答应",4,6,6,6
2,"贾政无事",4,3,3,3
2,"贾政心中",4,3,3,3
2,"贾政心内",4,2,2,2
2,"贾政只得",4,3,3,3
2,"贾政摇头道",5,2,2,2
2,"贾政生气",4,2,2,2
2,"贾政早已",4,2,2,2
2,"贾政喝道",4,2,2,2
2,"贾政写了看",5,3,3,3
2,"贾政书房中",5,2,2,2
2,"贾政那里",4,2,2,2
2,"贾政起身",4,2,2,2
2,"贾政反倒",4,2,2,2
2,"贾政上前",4,2,2,2
2,"贾政和王夫人",6,2,2,2
1,"贾琏",2,146,236,770
2,"贾琏道",3,108,108,108
2,"贾琏笑道",4,30,30,30
2,"贾琏听了",4,19,19,19
2,"贾琏又",3,12,16,21
3,"贾琏又说",4,3,3,3
2,"贾琏便",3,12,16,20
2,"贾琏一",3,11,15,20
3,"贾琏一面",4,3,3,3
2,"贾琏进来",4,10,11,12
2,"贾琏忙",3,8,12,18
3,"贾琏忙道",4,3,3,3
3,"贾琏忙命人",5,2,2,2
2,"贾琏在",3,8,10,17
3,"贾琏在外",4,7,7,7
2,"贾琏的",3,14,15,16
3,"贾琏的心腹小",6,2,2,2
2,"贾琏也",3,6,9,16
3,"贾琏也不敢",5,3,3,3
3,"贾琏也笑道",5,2,2,2
2,"贾琏出去开",5,2,2,2
2,"贾琏贾蓉",4,5,5,5
2,"贾琏不敢违拗",6,2,2,2
2,"贾琏说",3,8,9,10
3,"贾琏说道",4,2,2,2
2,"贾琏回来",4,3,3,3
2,"贾琏回到",4,3,3,3
2,"贾琏答应了",5,5,5,5
2,"贾琏答应出去",6,2,2,2
2,"贾琏见他",4,3,3,3
2,"贾琏见了",4,2,2,2
2,"贾琏等",3,8,8,8
2,"贾琏来",3,5,6,8
3,"贾琏来了",4,3,3,3
2,"贾琏送了出",5,2,2,2
2,"贾琏走近",4,2,2,2
2,"贾琏走出",4,2,2,2
2,"贾琏心里",4,3,3,3
2,"贾琏心中",4,3,3,3
2,"贾琏只得",4,5,5,5
2,"贾琏已进来",5,2,2,2
2,"贾琏到了",4,3,3,3
2,"贾琏拿来",4,2,2,2
2,"贾琏拿了",4,2,2,2
2,"贾琏此时也",5,2,2,2
2,"贾琏问起",4,2,2,2
2,"贾琏无法",4,2,2,2
2,"贾琏打听",4,2,2,2
2,"贾琏即忙",4,1,2,3
3,"贾琏即忙答应",6,2,2,2
2,"贾琏点头道",5,2,2,2
2,"贾琏那里",4,2,2,2
2,"贾琏过来",4,2,2,2
2,"贾琏夫妇",4,2,2,2
2,"贾琏啐道",4,2,2,2
1,"贾珍",2,113,160,390
2,"贾珍道",3,45,45,45
2,"贾珍等",3,17,21,26
3,"贾珍等忙",4,3,3,3
2,"贾珍贾琏等",5,2,2,2
2,"贾珍笑道",4,12,12,12
2,"贾珍听说",4,6,6,6
2,"贾珍听了",4,6,6,6
2,"贾珍忙",3,6,9,12
2,"贾珍便",3,6,7,11
3,"贾珍便命",4,3,4,5
4,"贾珍便命贾",5,2,2,2
2,"贾珍因",3,6,7,8
3,"贾珍因问",4,2,2,2
2,"贾珍又",3,8,8,8
2,"贾珍说",3,4,5,7
3,"贾珍说道",4,3,3,3
2,"贾珍看了",4,3,3,3
2,"贾珍看着",4,2,2,2
2,"贾珍也",3,7,7,7
2,"贾珍尤氏",4,6,6,6
2,"贾珍方",3,6,6,6
2,"贾珍之妻尤氏",6,3,3,3
2,"贾珍一",3,5,5,5
2,"贾珍见",3,4,4,4
2,"贾珍不",3,4,4,4
2,"贾珍进来",4,3,3,3
2,"贾珍答应了",5,2,2,2
2,"贾珍过来",4,2,2,2
2,"贾珍想了一",5,2,2,2
2,"贾珍带领",4,2,2,2
2,"贾珍夫妻",4,2,2,2
1,"贾蓉",2,73,113,231
2,"贾蓉道",3,20,20,20
2,"贾蓉之妻",4,8,9,10
3,"贾蓉之妻秦氏",6,2,2,2
2,"贾蓉等",3,7,8,9
3,"贾蓉等也",4,2,2,2
2,"贾蓉忙",3,7,8,9
3,"贾蓉忙上来",5,2,2,2
2,"贾蓉一一",4,2,2,2
2,"贾蓉听说",4,3,3,3
2,"贾蓉笑道",4,4,4,4
2,"贾蓉又",3,5,5,5
2,"贾蓉送了",4,2,2,2
2,"贾蓉三个",4,2,2,2
2,"贾蓉深知凤姐",6,2,2,2
2,"贾蓉夫妻二人",6,2,2,2
1,"贾芸",2,65,94,190
2,"贾芸道",3,25,25,25
2,"贾芸听了",4,4,4,4
2,"贾芸听这",4,2,2,2
2,"贾芸进来",4,5,5,5
2,"贾芸进去",4,2,2,2
2,"贾芸进入",4,2,2,2
2,"贾芸笑道",4,7,7,7
2,"贾芸一",3,6,7,8
3,"贾芸一面走",5,2,2,2
2,"贾芸便",3,6,6,6
2,"贾芸来",3,5,5,5
2,"贾芸说",3,4,4,4
2,"贾芸等",3,4,4,4
2,"贾芸连忙",4,2,2,2
2,"贾芸忙上",4,2,2,2
2,"贾芸也不",4,2,2,2
1,"贾赦",2,75,94,189
2,"贾赦贾政",4,16,19,26
3,"贾赦贾政贾",5,3,3,3
2,"贾赦贾珍贾蓉",6,2,2,2
2,"贾赦贾珍等",5,2,2,2
2,"贾赦等",3,17,20,23
2,"贾赦道",3,9,9,9
2,"贾赦不",3,4,5,6
3,"贾赦不在",4,2,2,2
2,"贾赦听了",4,3,3,3
2,"贾赦之",3,4,4,4
2,"贾赦交通外官",6,2,2,2
1,"贾环",2,62,77,153
2,"贾环贾",3,4,5,18
3,"贾环贾兰",4,7,10,14
4,"贾环贾兰等",5,3,3,3
4,"贾环贾兰二人",6,2,2,2
2,"贾环道",3,13,13,13
2,"贾环听了",4,8,8,8
2,"贾环见",3,5,7,10
3,"贾环见了",4,3,3,3
3,"贾环见他",4,2,2,2
2,"贾环便",3,6,7,8
3,"贾环便说",4,2,2,2
2,"贾环等",3,6,6,6
2,"贾环的话",4,2,2,2
2,"贾环急了",4,2,2,2
1,"贾兰",2,42,59,94
2,"贾兰道",3,8,8,8
2,"贾兰也",3,4,5,6
3,"贾兰也不",4,2,2,2
2,"贾兰等",3,5,5,5
2,"贾兰便",3,4,4,4
2,"贾兰进来",4,3,3,3
2,"贾兰在",3,3,3,3
2,"贾兰回",3,3,3,3
1,"贾瑞",2,27,41,73
2,"贾瑞道",3,10,10,10
2,"贾瑞听了",4,5,6,7
3,"贾瑞听了这话",6,2,2,2
2,"贾瑞急的",4,4,4,4
2,"贾瑞笑道",4,3,3,3
2,"贾瑞也",3,3,3,3
2,"贾瑞一",3,3,3,3
1,"贾蔷",2,25,38,68
2,"贾蔷道",3,12,12,12
2,"贾蔷忙",3,4,4,4
2,"贾蔷等",3,3,3,3
2,"贾蔷听了",4,2,2,2
2,"贾蔷又",3,3,3,3
2,"贾蔷便",3,3,3,3
2,"贾蔷一",3,3,3,3
1,"贾府",2,28,36,60
2,"贾府中",3,11,11,11
2,"贾府之",3,4,4,4
2,"贾府里的",4,2,2,2
1,"贾家",2,25,27,37
2,"贾家的",3,8,9,10
3,"贾家的人",4,2,2,2
1,"贾妃",2,24,29,37
2,"贾妃看",3,3,4,5
3,"贾妃看毕",4,2,2,2
